type,availability,duration,feature_1,feature_2,feature_3,feature_4,feature_5,attributes,element_uid,is_movie,avail_p,avail_r,avail_s,f1,f2,f3,f4,f5,f5_0,f5_1,f5_2,f5_3,f5_4,f5_5,attr_cluster,attr_cluster_0,attr_cluster_1,attr_cluster_2,attr_cluster_3,attr_cluster_4,attr_cluster_5,attr_cluster_6,attr_cluster_7,attr_cluster_8,attr_cluster_9,rating,bookmarks_freq,watched_time,transactions_freq
movie,"['purchase', 'rent']",100,6.757011366285002,0.7310273681,6,1.1063077983,1.6547073468,"3251,3252,3253,3254,3233,7,3143,31,308,54,3255,3256,3257,17,18,19,20,3148,3258",10039,1,1,1,0,0.8431361247543956,0.8289351404448959,6,0.9125926078216309,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9.285714285714286,10.543461778516788,4488.540772532189,10.630705612352054
movie,"['purchase', 'rent']",100,7.579088854622166,0.6773504396,17,1.140272879,1.5927161087,"190,198,22704,713,7,22705,31,32,10,308,170,33,17,20,25",1004,1,1,1,0,0.9889246304247237,0.7332739389416554,17,0.9959352825137904,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.172804532577904,6.934708368882136,5074.951321636826,5.512249312773922
movie,"['purchase', 'rent', 'subscription']",90,6.945526922621722,0.7034748267,8,1.1248043047,1.6547073468,"8095,14679,6665,973,9373,83,14472,42,43,14,15,19,20,55,8076,14474",10040,1,1,1,1,0.8765677679314059,0.779831935614691,8,0.9579788776041913,4,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,7.962117344646453,11.277430953596989,2952.7096774193546,11.954609680872665
movie,"['purchase', 'rent', 'subscription']",40,7.622889491423154,0.6380549192,8,1.1283323575,0.0,"31236,270,31127,1134,14,15,1135,239,20",10041,1,1,1,1,0.9966923037611402,0.6632427952043776,8,0.966635926277335,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,5.5,12.152899690950887,1458.754716981132,12.111452152365635
movie,"['purchase', 'rent']",90,6.9643993734692575,0.7553217061,5,1.1101274384,1.0,"692,1613,5252,13729,2777,7,4616,4617,15747,1492,17,18,19,20,2637,15748,12122,165",10042,1,1,1,0,0.8799146378389668,0.8722316856785866,5,0.9219651461973579,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,9.0,9.955675113614669,4442.774193548387,12.64775686143261
movie,"['purchase', 'rent', 'subscription']",10,7.556311709667481,0.7291941325,11,1.0840905897,1.4496666915,"9714,638,9739,9740,396,9741,1492,14,15,3273,16,9732,6479,3277",10043,1,1,1,1,0.9848852959660015,0.8256680101333222,11,0.8580765710345415,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,10.0,11.816427454329675,558.2916666666666,10.264632905954551
movie,"['purchase', 'rent', 'subscription']",80,7.522905228662329,0.5972228578000001,9,1.1386044027,1.6547073468,"11410,11379,14369,5279,14370,7,1721,32,308,54,43,14,15,17,18,19,20,21,1725,25",10044,1,1,1,1,0.9789609384516065,0.5904732802091581,9,0.9918412166485946,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2.1666666666666665,10.543461778516788,2379.847222222222,11.111930766341755
movie,"['purchase', 'rent', 'subscription']",100,7.1381892405493454,0.7291941325,7,1.1248043047,1.6547073468,"1833,3825,5543,1181,217,7,12745,85,42,14,15,17,18,19,20,21,12746",10045,1,1,1,1,0.9107348042851979,0.8256680101333222,7,0.9579788776041913,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7.962117344646453,10.717815165661566,2657.016666666667,11.987399503695656
movie,['purchase'],110,7.541948716126455,0.7054449851000001,5,1.1352308688,1.6804096966,"6696,2340,8306,8307,7461,7,30,308,54,1312,8308,8309,8310,25",10046,1,1,0,0,0.9823381402598719,0.7833430850966459,5,0.9835633226293208,5,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,9.651463739211676,0.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",100,7.546872104068851,0.6439410901,13,1.1386044027,1.6804096966,"4567,15334,6588,39,192,4568,31,54,14,15,17,18,19,20,21,25",10047,1,1,1,1,0.9832112615667319,0.6737329293510699,13,0.9918412166485946,5,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,6.96,9.273701233652849,4351.606805293006,9.11760845349951
movie,"['purchase', 'rent']",80,7.326636676094821,0.6714554102,4,1.1300763881,1.6804096966,"3071,24879,24880,5135,1401,7,11160,43,17,18,19,20,24881,165",10048,1,1,1,0,0.9441543668147006,0.7227680174767019,4,0.9709153854145831,5,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,5.0,12.663725314716878,3561.625,14.002302524237919
movie,[],20,7.087613210426228,0.6160207643,0,1.0964729963,1.6547073468,"19655,7,51,19656,85,42,19657",10049,1,0,0,0,0.9017655721154894,0.6239742716367054,0,0.8884602139967042,4,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,13.762337603384989,0.0,16.081744065917757
movie,"['purchase', 'rent']",100,6.20446048467785,0.7466779508,6,1.1082255103,1.5927161087,"2032,1381,1951,5253,1401,1730,7,4810,31,32,10,43,8528,31795,31796,19,20,31797,31798,1871",1005,1,1,1,0,0.7451458884577289,0.8568270781385332,6,0.91729824208115,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,10.871965845488823,11977.166666666666,14.2899845966897
movie,"['purchase', 'rent', 'subscription']",90,7.634357474767809,0.6929487826,14,1.140272879,1.6547073468,"20292,20293,20294,20295,51,571,20296,1134,14,15,1135,131,17,18,19,25",10050,1,1,1,1,0.9987260538377309,0.7610727768136785,14,0.9959352825137904,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,8.705882352941176,8.009764964559356,4249.796460176991,11.354356247205414
movie,"['purchase', 'rent', 'subscription']",10,7.556311709667481,0.7492931785,11,1.0595078904000002,1.4496666915,"16318,396,21894,1492,14,15,3273,16,9732,6479,3277",10051,1,1,1,1,0.9848852959660015,0.8614878482492252,11,0.7977561516923592,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,9.5,11.565113026048769,424.3081081081081,10.861388240839432
movie,"['purchase', 'rent', 'subscription']",10,7.556311709667481,0.7732243944,11,1.0798111532,1.4496666915,"16893,638,16606,9748,396,21854,1492,14,15,3273,16,9732,9733,3277",10052,1,1,1,1,0.9848852959660015,0.9041372495916931,11,0.8475757956283094,2,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,8.0,10.871965845488823,480.49367088607596,10.613683924782624
movie,"['purchase', 'rent', 'subscription']",90,7.431014959312851,0.6757523581,12,1.1265750641,1.5927161087,"3368,3445,9348,15973,1742,83,3446,1492,14,15,16,17,18,19,328,20,3447,25987,1356,361,25",10053,1,1,1,1,0.9626649745745248,0.7304258922917788,12,0.9623239232095826,3,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,9.0,10.626843387455839,4021.4,14.472306153483656
movie,[],90,7.538444787945419,0.7891068586,1,1.0398293713,1.5927161087,"9735,18394,10158,13086,396,18688,3771,4861",10054,1,0,0,0,0.9817167481639484,0.9324424386302983,1,0.7494694883906949,3,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,7.962117344646453,12.663725314716878,0.0,16.081744065917757
movie,"['purchase', 'rent', 'subscription']",120,7.539377053326759,0.7510260541,31,1.1386044027,1.6547073468,"172,303,2388,4018,5676,503,7,52,5677,123,42,14,15,17,18,19,20,21,55,56,5678,5679,25",10055,1,1,1,1,0.9818820775626509,0.8645761203725388,31,0.9918412166485946,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,8.86829268292683,8.089014336213495,4843.961886147081,7.764710589425353
movie,"['purchase', 'rent']",80,6.20446048467785,0.7305699431999999,5,1.1175823742,1.5927161087,"2598,7764,17657,4467,17658,17659,7,17660,42,43,17661,17662,17663,17664,19,20,17665,489",10056,1,1,1,0,0.7451458884577289,0.8281199333018212,5,0.9402578832209545,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,9.0,12.152899690950887,4587.75,14.695449704797864
movie,"['purchase', 'rent', 'subscription']",60,7.424645624424075,0.7707797265,18,1.0944547916,1.0,"27514,27515,27516,27517,17764,270,9707,1134,14,15,1135,19,328,20,9708,21249",10057,1,1,1,1,0.9615354267779701,0.8997804453719731,18,0.8835079932362135,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,9.0,9.978147969466727,1455.3208955223881,9.797609904846954
series,"['purchase', 'subscription']",40,7.615624805350762,0.6929487826,8,1.1318073548,1.5927161087,"35239,270,35314,1134,14,15,1135",10058,0,1,0,1,0.995403972987358,0.7610727768136785,8,0.9751627886772245,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,9.333333333333334,10.001137487691425,2210.054347826087,10.461343200200606
movie,"['purchase', 'rent']",90,7.624922356685912,0.7540384426000001,6,1.0882922139,1.6547073468,"2220,29314,29315,29316,7,29317,29318,1241,31,54,170,33,17,20",10059,1,1,1,0,0.9970528152616873,0.8699446969911611,6,0.8683864125441865,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.333333333333334,9.444849489848679,6223.120253164557,11.01914903289079
